Z1mass,Z2mass,pt4l,eta4l,massjj,detajj,HT,dRZ1Z2,target
84.58,22.08,177.4,0.8667,234.3,2.395,190.5,0.5876,0.0
89.97,16.98,82.79,0.7003,165.9,2.58,153.0,1.416,0.0
92.64,14.85,73.23,-1.891,160.8,2.6289999999999996,124.6,1.5859999999999999,0.0
76.02,37.4,214.1,-0.1503,1378.0,5.808,193.5,0.5293,1.0
58.89,49.59,21.61,-3.263,66.83,0.6047,66.58,2.661,0.0
81.36,39.53,120.6,-1.145,1510.0,6.324,129.1,0.2253,1.0
92.74,18.33,104.7,-0.3189,736.2,4.647,144.0,0.7998,1.0
86.8,24.8,223.7,-0.3864,103.6,0.7804,182.1,0.5632,0.0
90.21,28.31,55.99,1.365,20.91,0.6651,48.7,1.6469999999999998,0.0
83.5,21.12,43.89,1.08,303.8,3.7489999999999997,93.94,1.244,1.0
93.36,14.85,128.1,-1.8980000000000001,676.2,5.082,111.9,1.4469999999999998,1.0
91.6,27.59,81.53,1.473,105.8,1.979,94.19,0.2398,0.0
89.95,34.18,69.5,1.23,764.1,5.281000000000001,115.2,0.3939,1.0
91.14,28.45,86.41,0.152,109.9,0.1677,127.3,0.949,0.0
86.82,19.18,159.8,0.3708,51.96,0.4684,142.3,0.6432,0.0
87.99,24.09,114.9,1.266,3321.0,8.714,144.6,1.077,1.0
102.6,15.29,106.7,-1.8869999999999998,77.06,1.489,96.54,0.4526,0.0
53.26,17.0,51.02,-1.3519999999999999,140.3,0.6187,153.3,3.1189999999999998,0.0
71.14,51.4,115.8,0.107,134.2,1.994,109.8,0.4267,0.0
87.91,21.64,33.39,-1.8869999999999998,761.4,5.785,84.22,3.196,1.0
91.57,12.99,65.9,1.073,34.62,0.4135,91.97,2.276,0.0
76.49,25.67,19.76,0.415,217.4,4.016,57.82,2.826,0.0
95.17,23.57,172.7,-1.525,287.8,0.7689,423.3,0.2291,0.0
90.96,32.59,165.5,0.3115,544.5,3.9730000000000003,153.5,0.2519,1.0
90.68,31.0,36.65,1.558,506.5,4.934,85.72,1.91,1.0
89.82,24.81,108.7,1.3519999999999999,68.43,0.7913,167.1,0.8557,0.0
73.17,24.05,108.1,-1.5419999999999998,496.9,2.246,401.1,1.964,0.0
89.48,31.67,126.3,1.334,182.7,2.207,135.1,0.4595,1.0
85.41,17.01,48.51,2.021,87.33,1.015,123.2,2.717,0.0
89.51,28.25,51.42,-1.206,115.0,3.094,51.1,1.473,0.0
91.62,15.45,62.01,-0.8174,644.7,5.907,67.93,0.9502,0.0
93.84,21.28,125.4,1.778,183.9,2.379,131.8,2.1630000000000003,0.0
26.45,22.78,127.2,1.3359999999999999,243.9,2.122,182.1,1.935,0.0
90.56,31.59,19.39,-1.7990000000000002,94.17,2.515,48.68,2.0469999999999997,0.0
84.79,38.26,164.3,1.056,412.4,3.545,212.6,0.1727,1.0
89.37,25.08,142.5,-0.303,197.3,2.016,252.2,0.449,0.0
92.15,21.76,56.33,-0.4103,122.6,1.115,105.9,1.714,1.0
90.31,17.95,65.68,-1.208,248.7,4.059,66.04,1.706,0.0
86.61,26.01,223.9,0.7108,725.0,4.186,256.9,0.4583,1.0
90.13,28.36,296.4,-0.8374,510.3,3.3560000000000003,290.8,0.306,0.0
63.28,24.69,69.63,2.188,1630.0,5.968,174.0,2.448,1.0
90.55,13.68,37.88,0.3017,772.6,5.327000000000001,142.0,2.516,0.0
83.86,24.02,130.4,-1.365,298.8,3.536,107.8,0.3062,1.0
86.78,33.13,344.1,-1.7409999999999999,817.3,3.9360000000000004,288.7,0.2252,1.0
92.7,14.37,259.2,-0.4805,793.4,4.559,244.5,0.5438,1.0
86.08,34.86,72.74,1.112,586.0,4.9910000000000005,124.2,1.251,1.0
92.6,28.74,75.39,1.298,568.7,5.281000000000001,117.6,0.175,1.0
89.29,20.56,91.44,-1.6019999999999999,75.02,0.8673,98.86,3.009,0.0
88.76,27.26,122.3,0.2044,621.8,3.572,219.0,0.6839,1.0
60.47,35.52,163.4,-0.9421,1014.0,3.992,300.3,0.9274,1.0
91.11,16.45,79.34,-1.357,590.1,4.579,144.9,1.3430000000000002,1.0
79.31,44.95,126.4,-0.6276,115.3,1.489,137.0,0.11,0.0
91.64,27.75,173.3,0.2047,70.5,0.1471,189.3,0.5159,0.0
84.61,17.35,26.69,-1.76,248.0,4.3,81.82,2.86,0.0
79.65,35.46,37.62,1.3,925.1,4.212,276.9,2.84,1.0
90.81,26.17,81.85,2.3890000000000002,376.6,3.64,157.5,0.996,0.0
67.67,31.95,44.33,-2.202,357.9,4.689,69.19,2.6,1.0
38.65,35.9,79.3,0.9349,1125.0,5.188,223.4,1.962,1.0
74.05,40.03,105.2,-0.9869,304.2,3.53,113.4,0.7134,1.0
91.42,23.96,202.2,-1.76,74.09,0.9366,170.4,0.4789,0.0
79.81,28.53,36.35,0.8301,568.6,5.263,82.96,1.9140000000000001,1.0
91.53,12.88,114.1,-0.9867,167.7,2.397,155.2,0.8378,0.0
92.53,14.15,212.4,-1.694,410.9,3.645,273.0,0.5378,0.0
58.1,29.28,49.0,-2.144,171.8,3.738,54.55,3.179,0.0
90.64,31.23,58.54,0.777,199.8,3.139,90.25,0.874,0.0
91.06,24.71,26.81,2.685,586.2,2.517,354.5,2.351,1.0
91.02,18.36,95.37,1.175,152.6,2.246,125.4,1.103,0.0
92.99,17.54,65.87,-2.331,261.3,1.53,334.7,1.36,0.0
92.91,14.56,106.3,-1.875,360.3,4.008,99.69,1.149,0.0
93.08,24.52,102.2,-1.6340000000000001,1086.0,5.053,185.6,0.8091,1.0
63.38,38.85,209.3,0.5175,68.32,0.703,237.5,0.3659,1.0
90.43,20.07,124.8,-1.8,1714.0,6.729,118.6,0.7364,0.0
92.95,12.76,64.16,2.7439999999999998,151.6,2.207,99.02,0.5787,1.0
90.94,15.61,192.0,-0.6383,125.2,1.624,169.4,1.499,0.0
64.05,51.97,92.09,1.695,240.1,2.853,160.4,0.8255,1.0
80.94,42.0,138.4,-0.8339,448.4,3.847,178.0,0.3287,1.0
88.82,29.78,129.9,1.169,702.8,4.184,354.0,0.3118,1.0
91.37,12.02,112.3,-0.2927,120.4,1.2670000000000001,235.6,2.414,1.0
88.5,28.93,101.8,-1.696,194.2,1.8969999999999998,202.9,0.8914,1.0
92.97,26.6,85.49,0.5845,1016.0,6.603,100.6,1.5530000000000002,0.0
90.58,32.38,103.5,0.4016,118.9,1.411,213.1,0.3228,0.0
89.64,27.5,37.92,0.1706,186.2,2.397,175.3,1.232,1.0
61.39,28.24,194.4,0.3114,3170.0,6.777,215.6,0.6607,1.0
85.2,33.82,110.3,-1.39,49.95,0.8229,137.5,0.1794,1.0
84.84,35.64,113.8,1.453,810.3,4.803999999999999,174.5,0.5694,1.0
90.74,26.48,40.21,0.4304,242.8,3.385,87.71,0.6053,0.0
94.07,29.08,104.8,0.9231,326.2,2.885,152.4,0.2815,1.0
73.27,20.73,92.3,-1.6369999999999998,115.1,2.1519999999999997,99.12,2.2319999999999998,0.0
93.11,25.54,75.48,-1.545,354.5,2.536,236.1,0.9679,1.0
92.02,28.5,184.6,-0.2458,45.66,0.0847,171.7,0.3653,0.0
91.0,16.71,53.7,-2.821,57.73,0.193,74.54,1.79,0.0
63.62,42.7,283.9,0.4809,96.35,0.9172,262.4,0.4665,0.0
83.15,37.07,92.41,-1.7919999999999998,764.1,4.644,157.0,0.704,1.0
90.59,31.72,170.5,-0.6767,875.4,3.892,275.2,0.3365,0.0
91.93,23.03,82.2,0.1467,180.0,1.618,142.0,1.506,1.0
87.05,22.13,40.4,1.807,337.5,2.531,187.6,1.9609999999999999,0.0
89.95,24.37,28.14,2.7239999999999998,275.5,3.6639999999999997,104.7,2.103,0.0
90.73,30.1,134.9,0.139,710.3,3.324,303.2,0.4669,1.0
75.99,31.18,98.61,0.3511,338.9,3.8960000000000004,110.2,2.679,1.0
91.4,14.33,216.9,1.3559999999999999,759.0,2.945,407.3,0.8524,1.0
72.79,49.35,149.1,0.07343999999999999,518.5,2.164,382.8,0.3542,0.0
90.96,29.44,135.7,-2.059,89.92,0.1766,115.7,0.5095,0.0
83.41,38.38,57.14,0.4163,729.8,4.751,144.7,0.9476,1.0
69.88,51.83,37.09,-0.7544,189.4,3.042,79.93,2.1959999999999997,0.0
66.58,46.45,163.6,1.621,454.7,2.766,303.4,0.2993,1.0
80.93,37.1,35.76,-2.708,236.4,2.9,110.9,1.798,1.0
90.04,22.72,94.11,1.58,132.4,2.571,96.68,0.9568,0.0
93.31,31.19,174.9,0.8121,207.0,2.793,173.0,0.1465,0.0
90.15,23.26,76.71,-2.7030000000000003,223.4,3.766,71.56,1.636,0.0
69.43,22.32,50.29,-2.012,30.14,0.9697,48.78,3.3489999999999998,0.0
88.82,14.78,18.04,2.963,203.5,3.448,71.81,2.543,0.0
90.72,12.73,169.2,-0.2745,1827.0,6.511,210.0,2.6830000000000003,0.0
91.09,20.45,76.06,1.7619999999999998,419.7,4.572,113.5,1.444,0.0
91.44,30.97,74.12,-1.8980000000000001,233.1,2.9139999999999997,124.6,0.3946,0.0
97.32,14.5,129.8,-1.9669999999999999,69.13,0.8721,180.9,1.063,1.0
79.49,30.22,213.4,-1.102,176.4,0.5862,307.9,0.5664,1.0
92.17,22.5,105.4,2.298,36.72,0.8191,72.37,0.202,0.0
91.77,17.95,84.43,0.6353,1348.0,6.822,149.9,3.176,0.0
91.03,18.54,38.34,2.351,181.3,2.662,123.4,2.176,1.0
83.75,30.96,60.62,1.4180000000000001,82.91,0.2536,96.35,1.702,0.0
79.39,18.41,116.8,0.04035,328.4,2.299,214.2,1.167,0.0
90.71,20.96,48.54,-2.46,36.61,0.1685,57.77,1.8769999999999998,0.0
86.52,18.35,77.97,0.852,519.0,3.31,210.7,1.462,0.0
89.58,24.53,91.48,-0.08585,963.6,5.172000000000001,181.3,0.583,0.0
90.74,23.83,43.62,-1.966,142.0,2.852,68.47,1.806,0.0
53.88,50.43,112.8,0.5501,408.4,4.373,96.96,1.097,0.0
92.44,26.57,131.5,0.8013,66.18,0.37,261.6,0.6204,1.0
94.34,12.5,83.75,1.9580000000000002,658.4,4.0280000000000005,202.6,1.054,1.0
90.5,25.77,180.8,1.474,81.18,0.5412,218.4,0.6163,1.0
77.74,44.22,66.5,-0.2988,865.8,5.457000000000001,207.1,0.738,1.0
88.7,25.39,43.19,0.1091,212.5,3.91,61.15,2.656,0.0
95.1,27.96,22.76,0.3504,118.8,1.4769999999999999,93.74,1.01,1.0
85.87,35.64,95.7,-1.4769999999999999,1221.0,5.5089999999999995,216.4,0.595,1.0
91.32,16.92,117.8,0.6737,442.6,2.9619999999999997,270.0,1.161,1.0
93.59,29.9,311.2,1.6269999999999998,89.38,0.04402,480.2,0.1257,0.0
84.6,34.98,37.21,2.073,103.2,2.449,60.15,1.8519999999999999,0.0
92.26,32.17,74.43,1.867,485.2,4.129,126.5,0.3601,1.0
77.42,20.61,73.87,-0.5459,358.7,4.692,74.41,3.179,1.0
38.19,29.13,15.78,2.154,76.36,1.3969999999999998,73.04,2.845,0.0
84.98,17.02,137.0,0.8512,118.5,0.9193,202.2,2.165,0.0
88.15,32.94,93.95,-0.4416,71.65,0.3469,99.33,0.6534,0.0
92.21,24.08,422.2,0.4479,700.4,2.9019999999999997,509.8,0.2321,0.0
93.14,14.86,17.61,-3.3689999999999998,809.9,4.905,138.5,2.742,1.0
91.01,26.07,117.1,-2.366,561.6,4.841,113.8,0.7596,0.0
84.19,30.43,28.75,2.0909999999999997,92.93,0.4546,107.7,2.299,0.0
91.44,23.07,47.15,-2.34,150.8,1.2570000000000001,182.7,2.975,1.0
94.45,26.06,56.2,0.2846,106.9,1.9380000000000002,84.43,1.169,1.0
66.16,55.82,145.1,1.726,326.1,2.8710000000000004,167.6,0.2819,1.0
91.1,28.66,112.9,-1.368,774.2,5.631,104.5,0.8796,0.0
85.8,32.7,150.9,-0.698,50.39,0.6759,155.0,0.3381,0.0
77.24,39.45,66.18,0.9628,181.9,3.199,76.06,0.987,0.0
92.03,25.67,29.85,-3.055,115.7,1.381,105.1,2.011,1.0
90.45,31.32,95.03,-0.7368,198.1,2.364,166.1,0.2428,0.0
87.27,36.68,136.2,-0.1549,406.2,2.588,353.5,0.1229,1.0
87.85,32.55,66.51,-0.1371,97.77,1.9580000000000002,66.63,1.246,0.0
90.19,29.61,131.9,-2.093,112.0,1.9040000000000001,107.3,0.5654,0.0
90.54,32.53,138.8,0.1836,283.5,2.5639999999999996,192.9,0.2306,0.0
90.0,29.23,188.9,0.592,237.6,1.518,204.9,0.3809,0.0
85.67,14.46,43.24,-2.21,1373.0,5.551,224.4,3.2310000000000003,1.0
66.6,40.89,82.34,-2.161,1340.0,7.266,78.65,1.37,1.0
89.14,32.57,109.5,-1.476,39.82,0.4816,122.6,0.1732,0.0
95.08,18.6,99.7,-1.071,199.6,3.1919999999999997,92.69,2.886,0.0
87.85,34.76,73.8,0.8171,440.0,5.487,57.77,0.3382,1.0
91.54,23.1,99.78,-2.013,121.0,2.355,82.24,1.109,0.0
76.81,36.84,78.23,-1.02,89.51,1.556,167.8,1.21,1.0
48.65,43.63,91.23,-1.7890000000000001,315.2,2.615,186.4,1.4080000000000001,0.0
88.81,19.05,29.23,1.177,184.5,2.333,129.8,2.211,1.0
75.64,18.99,164.1,0.4702,96.87,2.1390000000000002,107.5,0.9034,0.0
91.46,19.79,206.6,0.5183,183.4,1.421,211.7,0.7459,0.0
95.02,19.2,81.75,0.9779,68.46,1.906,60.69,0.6278,0.0
88.96,33.56,103.5,-1.2790000000000001,1047.0,3.5260000000000002,366.1,0.4179,1.0
59.55,33.45,132.8,-0.7593,161.0,1.821,149.1,1.37,0.0
92.29,12.68,107.0,-1.403,144.7,2.967,71.06,1.06,0.0
88.38,14.37,142.3,-1.262,327.8,2.717,217.5,0.7014,0.0
58.84,39.95,149.1,0.3015,118.6,1.431,222.2,0.9918,0.0
90.84,24.69,47.46,-2.065,51.38,0.6783,61.14,1.0759999999999998,0.0
90.27,22.56,82.96,-2.079,314.6,1.7690000000000001,310.6,0.2071,0.0
89.61,21.07,251.3,0.07855,525.4,3.157,329.9,0.353,1.0
46.21,38.27,222.8,-0.8506,58.21,0.4073,211.7,0.2502,1.0
90.15,27.54,31.65,1.811,126.3,2.6069999999999998,64.42,2.457,0.0
57.93,24.56,35.3,0.8849,201.4,2.5639999999999996,139.8,3.053,1.0
68.49,49.81,148.8,0.4694,1096.0,4.102,397.1,0.2518,1.0
92.41,24.85,24.82,-1.133,117.1,1.9,108.4,2.984,0.0
91.15,28.77,114.5,-2.0780000000000003,1255.0,5.5360000000000005,167.5,0.5863,1.0
91.68,12.13,91.04,-1.3159999999999998,150.3,2.992,72.43,1.9980000000000002,0.0
71.25,44.74,115.0,-1.141,65.33,0.5907,117.9,0.6386,0.0
89.99,29.71,113.5,0.4736,376.8,2.804,181.2,0.3432,0.0
90.24,17.11,59.61,-2.346,199.9,3.497,71.43,1.4240000000000002,1.0
90.95,31.27,271.8,-1.068,342.6,2.653,303.2,0.2084,0.0
92.66,22.1,98.97,-1.538,562.4,5.715,91.09,0.7051,1.0
92.23,30.4,13.15,3.678,79.88,0.8768,108.3,2.097,0.0
88.29,30.19,80.05,1.047,898.9,5.447,119.4,1.0590000000000002,1.0
55.38,47.17,176.4,-0.6878,36.24,0.03452,134.4,0.5191,1.0
90.25,23.47,77.37,0.5879,348.0,3.62,141.4,1.517,0.0
89.95,33.73,10.25,3.033,905.7,4.912,185.2,2.208,1.0
87.4,19.78,245.3,0.5526,477.5,3.167,294.2,0.733,0.0
89.76,29.3,17.85,0.9768,335.5,4.966,55.98,2.3369999999999997,0.0
90.02,28.17,129.7,-0.7184,55.3,0.9155,157.9,0.529,0.0
91.77,12.37,67.63,-1.05,1048.0,4.953,359.8,1.485,1.0
90.92,15.56,34.89,1.462,77.84,0.2343,81.93,2.907,0.0
89.71,28.86,58.39,-1.3530000000000002,2480.0,8.105,87.98,0.896,1.0
90.64,31.95,101.5,0.6167,812.0,4.0889999999999995,207.1,0.3822,1.0
92.82,29.1,149.4,-1.444,86.17,1.146,143.3,0.3904,0.0
77.63,42.81,256.2,-1.4340000000000002,173.6,1.041,283.0,0.2294,0.0
81.75,14.29,303.6,-0.9394,391.0,2.7260000000000004,258.9,0.6005,0.0
91.35,26.43,63.33,0.5458,315.2,3.9530000000000003,93.9,1.268,1.0
92.19,18.9,30.93,-2.971,217.1,2.5269999999999997,113.6,2.319,1.0
52.83,51.95,47.21,-1.02,590.5,4.401,136.0,2.6830000000000003,1.0
59.17,57.38,82.73,-0.529,779.3,6.091,74.9,1.091,1.0
75.08,37.55,269.6,-1.178,349.5,2.417,303.3,0.4655,0.0
92.45,15.08,211.8,-0.017740000000000002,1118.0,4.855,251.1,0.9029,0.0
90.9,22.76,123.0,-1.339,52.76,1.135,117.4,0.8962,0.0
92.02,20.43,156.7,0.7809,90.19,1.5590000000000002,106.5,0.4583,0.0
82.09,40.31,104.7,-0.1249,1532.0,5.797999999999999,168.8,0.4816,1.0
92.93,21.26,45.02,-1.994,323.1,4.305,100.4,1.931,1.0
71.96,42.21,21.98,-2.6860000000000004,89.57,0.7411,86.97,2.6319999999999997,0.0
89.72,33.75,44.03,-0.9722,496.3,4.673,131.6,0.5368,0.0
90.01,33.88,64.76,-0.5816,116.3,2.289,68.57,0.5781,0.0
91.12,21.21,78.08,1.294,754.0,5.945,86.62,1.294,0.0
92.06,25.39,70.55,0.3335,2136.0,7.037999999999999,263.0,1.546,1.0
91.26,23.47,115.6,-0.01326,116.6,1.203,174.4,0.2515,0.0
88.91,25.18,142.8,1.19,220.4,2.5789999999999997,158.6,0.7474,0.0
65.66,45.92,154.8,0.2946,213.0,2.11,167.2,0.6962,1.0
57.05,33.91,185.5,-1.364,387.0,2.4619999999999997,250.7,0.7944,0.0
91.12,24.74,81.96,-1.3359999999999999,37.82,0.1083,86.66,0.5168,0.0
88.47,14.83,149.4,1.217,1851.0,6.207999999999999,166.7,0.7028,1.0
89.87,20.67,53.2,-2.6260000000000003,228.1,2.9530000000000003,134.2,2.4659999999999997,1.0
89.07,26.61,106.9,0.8092,663.3,4.6160000000000005,200.9,0.5247,1.0
84.86,34.42,6.2860000000000005,-4.53,96.19,0.4295,104.6,3.2560000000000002,1.0
95.39,17.3,160.2,0.2837,178.2,2.345,129.4,0.2414,0.0
88.64,22.57,97.08,-0.3197,1227.0,6.013,128.5,0.4988,1.0
67.42,52.16,68.72,1.766,659.0,5.013,122.9,0.9544,1.0
91.38,27.38,175.1,0.7027,202.3,2.151,124.2,0.2904,0.0
62.87,53.73,137.1,0.9397,102.1,1.757,127.9,0.6686,0.0
89.74,29.48,100.8,1.014,2233.0,7.936,92.71,0.9968,1.0
91.44,18.32,96.57,-0.224,836.3,5.483,113.5,1.061,0.0
90.13,26.0,142.0,1.692,1374.0,6.5920000000000005,127.9,0.757,0.0
90.43,26.21,203.8,-1.156,88.69,0.0301,192.3,0.4717,0.0
88.91,22.87,59.63,-1.9340000000000002,103.4,0.5503,130.6,1.65,1.0
89.53,22.89,104.2,-0.6436,75.76,0.3174,182.3,1.097,1.0
84.27,24.92,57.2,-1.703,828.1,3.708,258.2,1.71,1.0
69.57,31.17,84.92,1.227,281.0,3.5039999999999996,135.3,0.9878,1.0
91.04,24.69,128.9,-1.089,459.9,4.223,113.2,0.5481,0.0
91.51,28.9,96.39,-1.53,30.32,0.3694,156.6,0.7978,0.0
88.82,31.52,275.2,-0.4605,491.5,2.475,413.4,0.279,0.0
62.02,24.4,108.8,-1.6480000000000001,1224.0,5.2589999999999995,198.9,2.782,1.0
92.98,27.69,76.56,0.1469,302.2,2.932,139.3,1.092,0.0
91.46,32.27,161.8,-0.1642,138.2,2.096,149.5,0.2363,0.0
91.83,17.01,134.1,1.446,80.65,1.107,150.4,1.265,0.0
91.19,27.27,25.59,-2.464,130.1,2.2030000000000003,78.1,1.715,0.0
84.64,24.92,218.5,-0.592,68.35,0.4977,237.6,0.4079,0.0
78.67,34.0,43.95,1.8940000000000001,202.4,3.5380000000000003,69.56,2.6510000000000002,1.0
90.61,18.83,288.2,-0.9067,1566.0,4.415,351.2,0.6155,1.0
91.2,28.69,108.6,-0.8021,79.74,0.01799,154.8,0.6654,0.0
84.59,26.78,140.9,0.7989,290.2,3.247,150.0,0.9746,0.0
90.28,27.83,200.1,-0.9937,237.1,2.5469999999999997,143.5,0.2643,1.0
90.26,32.83,127.4,-0.4964,556.5,4.349,132.7,0.3558,1.0
66.76,37.22,104.7,0.5742,270.9,3.457,104.6,1.2930000000000001,0.0
91.95,24.41,145.4,2.225,79.54,1.248,140.9,0.623,0.0
90.51,29.6,53.71,-0.5119,831.8,6.22,106.0,2.178,0.0
87.69,15.06,95.28,0.1116,365.8,3.537,155.2,1.23,1.0
91.51,23.28,124.7,0.7222,390.7,3.991,135.9,0.9422,0.0
91.19,16.04,132.7,-0.4446,1114.0,4.8069999999999995,203.1,2.533,1.0
88.35,32.85,164.7,-0.9774,32.99,0.112,172.7,0.4616,1.0
89.97,27.72,98.89,2.031,116.7,2.541,73.02,0.3367,0.0
89.47,20.21,107.5,-1.381,43.35,0.013040000000000001,100.9,1.097,0.0
94.04,26.38,86.8,0.08868,183.9,3.01,95.52,0.5607,0.0
91.37,22.12,95.8,-1.849,21.23,0.4753,74.49,0.8626,0.0
85.32,25.15,111.5,1.729,34.17,0.037360000000000004,182.1,1.5859999999999999,1.0
90.74,28.0,127.6,-1.494,264.8,2.369,178.1,0.6676,0.0
93.14,29.0,220.7,0.8885,101.1,1.401,222.1,0.2208,0.0
80.8,27.83,177.4,1.102,80.26,1.101,202.0,0.7968,0.0
75.64,35.85,87.91,-1.5619999999999998,1218.0,6.68,89.73,1.262,1.0
90.25,25.05,47.17,2.76,1951.0,7.13,128.2,2.006,1.0
89.43,26.53,178.9,-1.0390000000000001,221.3,2.244,220.8,0.5738,0.0
90.5,26.47,107.3,0.7461,656.3,3.49,249.9,0.8838,0.0
92.48,18.29,175.4,-0.1975,346.2,3.1310000000000002,200.5,0.1945,0.0
65.75,31.18,43.59,2.22,106.9,1.507,84.71,2.8739999999999997,0.0
89.27,24.1,39.99,1.712,45.98,1.182,48.08,2.148,0.0
90.76,16.92,79.62,-0.9666,96.04,2.307,61.81,1.158,0.0
90.01,26.93,133.3,-0.9283,102.6,1.6740000000000002,141.5,0.4692,0.0
55.91,53.42,50.1,-1.359,50.71,0.5414,95.79,4.066,0.0
90.61,24.12,135.0,2.41,38.25,0.2633,181.2,0.6632,0.0
90.63,33.48,39.11,2.8160000000000003,94.27,0.3394,95.0,0.9618,0.0
91.16,22.63,87.41,1.851,201.1,2.7319999999999998,112.7,1.084,1.0
90.17,31.48,129.5,1.607,369.4,3.875,116.2,0.442,0.0
89.73,30.71,105.7,-0.5193,160.9,2.229,135.6,0.6932,1.0
91.22,26.86,113.8,-1.8840000000000001,1300.0,6.167000000000001,170.5,0.7186,1.0
93.17,17.49,275.6,1.03,1567.0,5.04,408.9,0.6894,1.0
87.83,34.61,67.95,0.5134,1002.0,6.135,127.4,0.7429,1.0
89.44,26.91,39.01,2.1590000000000003,146.2,0.2987,179.6,1.4980000000000002,1.0
77.81,33.61,56.66,0.604,116.4,2.719,59.65,1.56,0.0
88.69,25.17,72.55,2.457,36.19,0.3452,51.79,1.9909999999999999,0.0
86.47,17.65,72.15,-2.291,425.3,4.391,111.9,1.754,0.0
89.75,15.8,71.01,-0.2197,66.13,0.724,150.5,1.874,0.0
88.45,25.04,22.28,-2.728,738.5,5.6370000000000005,124.8,2.588,1.0
90.09,18.58,100.6,1.112,247.1,0.5445,259.8,1.341,0.0
69.22,17.84,110.0,0.7984,30.4,0.0003176,108.4,1.156,0.0
91.52,18.9,145.7,-0.355,54.49,0.7782,99.34,1.185,0.0
85.66,32.78,147.2,0.3413,408.3,3.602,165.1,0.5899,1.0
86.88,32.71,66.58,-0.7568,669.1,5.871,77.84,0.856,1.0
91.04,24.69,128.9,-1.089,459.9,4.223,113.2,0.5481,0.0
92.7,13.62,31.92,-1.8730000000000002,19.03,0.008604,54.36,2.4730000000000003,0.0
91.04,26.24,101.8,1.83,308.2,3.2319999999999998,158.0,0.8429,1.0
75.0,40.05,69.16,0.19,712.1,5.656000000000001,84.07,1.392,0.0
90.86,22.7,173.7,-0.8305,777.4,4.205,246.9,0.3004,1.0
91.97,29.9,84.67,0.09721,106.2,1.219,104.4,0.5483,1.0
90.9,12.5,36.16,1.319,742.5,5.145,116.7,2.037,1.0
73.14,44.9,212.5,-1.256,99.9,0.6006,217.9,0.2885,0.0
83.33,23.01,64.9,0.056510000000000005,92.88,1.339,82.19,1.401,0.0
79.59,43.99,80.32,1.869,80.77,1.838,71.81,0.465,0.0
90.8,32.83,7.857,0.5236,221.9,3.057,91.52,2.755,0.0
91.22,26.15,116.3,1.328,97.58,1.883,98.64,0.5358,0.0
75.38,39.6,93.56,0.4697,125.0,2.5380000000000003,97.49,0.9996,0.0
86.12,19.12,78.51,1.454,174.3,3.05,111.4,1.796,1.0
71.24,17.69,129.3,-0.6239,325.3,2.209,303.1,1.301,1.0
87.36,36.36,45.75,-0.7322,64.75,1.8619999999999999,59.25,0.7535,1.0
94.21,23.86,145.1,1.1740000000000002,84.1,1.091,171.5,0.6345,1.0
68.43,38.98,137.2,0.040080000000000005,528.0,3.668,279.8,0.9468,1.0
94.43,20.48,497.4,1.1079999999999999,256.0,1.695,559.1,0.2481,0.0
65.64,38.65,145.2,0.7133,250.1,2.338,180.4,0.9508,0.0
66.87,41.41,34.94,-3.3080000000000003,63.5,0.6561,59.98,2.051,0.0
89.88,20.58,29.2,1.9909999999999999,220.9,2.985,126.8,3.639,1.0
84.6,33.78,68.68,-1.726,113.6,2.45,76.17,0.9543,0.0
94.83,22.36,100.1,0.5261,112.0,1.6980000000000002,112.8,0.3428,0.0
88.64,22.49,259.7,0.3155,1249.0,4.723,530.4,0.2924,1.0
43.38,21.23,47.82,1.975,874.1,5.135,158.8,2.532,1.0
91.02,17.73,8.142999999999999,4.372,147.9,1.6280000000000001,115.1,3.404,0.0
46.62,45.89,57.77,1.255,13.7,0.02494,52.53,2.886,0.0
56.69,52.55,155.7,0.1507,700.1,4.452,214.0,0.7568,1.0
92.49,16.75,147.2,-1.848,509.1,2.367,287.6,0.2234,1.0
68.98,27.35,79.14,-1.713,1300.0,6.9510000000000005,84.5,1.959,0.0
87.9,30.71,85.5,-1.251,173.8,2.129,135.8,1.024,1.0
91.81,29.72,169.7,-1.296,107.9,1.194,162.4,0.3426,0.0
90.23,22.01,57.94,0.3405,883.6,5.611000000000001,117.5,1.012,1.0
90.08,22.74,195.9,0.6017,102.7,0.0707,233.5,0.2432,0.0
76.47,29.36,15.26,-3.4610000000000003,545.0,6.15,50.37,2.935,0.0
92.78,31.79,45.36,-2.52,382.6,3.782,180.8,0.5303,1.0
90.02,33.08,110.4,0.6379,40.96,0.788,95.04,0.482,1.0
65.21,42.0,133.8,0.4378,1332.0,5.539,309.9,1.141,1.0
57.47,21.97,63.07,-0.9239,80.17,2.124,60.12,2.255,0.0
78.01,30.07,201.2,-1.262,380.6,3.085,243.0,0.5653,0.0
90.35,20.51,157.1,-1.587,251.6,2.835,199.8,0.3324,0.0
69.85,40.2,67.13,-0.7342,262.4,4.1930000000000005,65.69,1.2570000000000001,0.0
26.4,24.05,52.15,0.511,398.0,4.438,115.6,2.3369999999999997,1.0
91.92,26.05,33.44,-1.5219999999999998,396.4,4.284,93.98,1.3359999999999999,1.0
79.5,40.92,58.23,-1.9780000000000002,144.0,3.194,85.3,1.068,0.0
64.39,53.46,91.14,0.8,656.2,4.037,174.3,0.6809,0.0
