Z1mass,Z2mass,pt4l,eta4l,massjj,detajj,HT,dRZ1Z2,target
84.24,22.12,119.0,-1.714,161.9,0.318,185.5,1.071,0.0
93.78,17.17,58.75,-0.028319999999999998,322.6,4.45,71.01,0.7702,0.0
93.49,18.58,183.4,-0.6022,1313.0,5.928,167.3,0.5056,1.0
91.51,22.78,113.1,1.504,871.7,4.851,192.7,1.095,0.0
74.7,30.72,127.8,0.8606,167.2,2.342,110.4,0.9856,1.0
91.45,13.68,77.7,0.5862,514.4,4.49,123.6,1.443,0.0
89.08,14.09,89.38,-0.6934,934.1,5.29,175.6,0.5161,0.0
91.62,22.15,145.0,-1.489,62.93,0.2993,114.9,0.783,0.0
91.26,16.25,144.5,-1.669,269.1,3.18,167.6,0.6894,1.0
87.82,22.04,9.602,3.4960000000000004,204.3,3.2769999999999997,82.06,2.7739999999999996,1.0
93.13,21.81,83.26,-2.231,128.9,2.5639999999999996,79.59,1.247,0.0
91.63,18.05,65.28,-0.4913,103.4,0.4628,131.2,1.551,0.0
82.06,29.05,85.54,1.099,584.8,5.043,94.25,1.122,1.0
87.18,28.25,81.48,0.3404,25.3,0.1448,88.58,0.864,0.0
82.9,33.55,169.3,0.6613,295.8,2.2030000000000003,348.9,0.1843,0.0
79.58,13.38,41.12,-1.811,123.5,2.148,81.5,2.438,1.0
91.75,27.08,31.25,2.351,89.11,1.409,71.38,1.689,0.0
77.51,42.3,78.51,0.3985,193.9,3.5980000000000003,66.46,0.7806,0.0
90.76,26.1,108.2,1.186,908.8,5.261,172.7,0.6199,1.0
90.17,23.58,13.45,2.454,135.4,3.139,54.92,3.235,1.0
53.12,42.39,89.23,0.357,517.1,3.2880000000000003,297.5,1.839,1.0
77.32,29.66,172.1,-0.1325,1864.0,5.922999999999999,193.3,0.6832,1.0
90.78,15.33,94.52,0.3856,60.08,0.356,90.37,1.339,0.0
90.83,17.93,82.31,2.032,141.7,0.8617,150.6,1.3969999999999998,0.0
91.2,23.08,297.3,0.1125,340.2,2.9219999999999997,303.0,0.4551,1.0
82.58,22.82,140.1,-0.1478,368.8,3.96,137.7,1.101,0.0
91.53,28.27,200.5,1.035,51.32,0.2596,208.3,0.3935,0.0
74.6,44.89,95.59,0.6303,1931.0,6.591,143.1,0.5775,1.0
93.33,19.47,206.7,1.157,85.01,0.3211,228.3,0.6822,1.0
80.65,25.98,52.25,2.176,661.9,5.071000000000001,118.5,1.749,1.0
93.28,26.37,78.15,2.258,349.3,2.72,184.4,0.8707,0.0
89.63,34.93,169.6,0.7372,1023.0,5.1160000000000005,161.4,0.1249,1.0
81.22,28.89,79.38,-0.08536,25.88,0.01759,73.82,0.9968,0.0
59.44,34.11,113.1,0.4414,741.3,4.599,168.1,1.337,1.0
71.6,47.75,233.2,-0.3669,744.3,4.36,241.2,0.1189,0.0
62.92,36.52,38.72,1.2570000000000001,122.5,0.02373,194.9,2.542,1.0
90.99,21.71,52.83,0.6922,140.5,1.666,105.4,0.9478,1.0
65.81,52.13,174.9,0.8441,1765.0,6.101,173.5,0.3384,1.0
84.09,26.99,87.87,0.8608,2412.0,6.501,203.9,0.9788,1.0
90.1,14.3,16.53,0.6847,1712.0,7.472,84.7,2.9419999999999997,1.0
91.33,27.84,163.6,-0.945,338.9,2.753,237.1,0.1963,1.0
91.25,21.46,106.1,-0.9134,77.82,0.5773,109.1,1.19,0.0
91.83,31.12,209.3,0.9029,237.6,2.278,206.7,0.123,0.0
91.24,21.76,179.5,1.546,68.0,0.617,279.0,0.09892000000000001,1.0
90.43,30.07,96.36,1.9180000000000001,490.2,4.111000000000001,155.0,0.7008,1.0
87.62,25.74,198.1,1.714,94.48,1.036,189.9,0.5406,0.0
90.84,21.68,53.51,2.134,1419.0,6.917000000000001,91.43,1.598,1.0
85.67,16.61,75.59,-1.864,151.2,1.8630000000000002,117.9,2.291,1.0
89.45,30.05,28.89,-1.74,946.3,6.591,70.33,1.785,1.0
91.44,30.17,274.5,-1.2229999999999999,720.7,3.082,365.7,0.262,1.0
89.49,15.13,334.0,0.3679,419.5,2.184,316.9,0.7097,0.0
65.42,14.5,71.09,-1.35,150.5,1.534,121.2,2.281,1.0
91.47,16.2,70.13,-1.4040000000000001,437.5,3.6639999999999997,146.3,1.661,1.0
92.08,26.15,84.54,-2.7439999999999998,259.8,4.282,62.22,1.239,1.0
90.31,19.82,109.6,-0.2819,260.3,3.036,116.2,0.3861,1.0
88.01,24.4,41.5,1.696,226.7,3.863,65.61,1.225,1.0
91.14,29.08,44.06,1.99,102.3,2.782,50.02,2.509,0.0
67.15,19.45,469.3,1.3359999999999999,2585.0,5.0889999999999995,546.6,0.4397,0.0
83.23,28.34,240.8,0.3618,107.0,1.5519999999999998,200.7,0.5434,0.0
84.59,30.01,58.21,-1.7309999999999999,72.46,0.8061,89.65,1.6640000000000001,0.0
96.04,26.36,153.2,-1.48,380.7,3.701,146.5,0.2062,0.0
87.1,28.7,96.03,-0.299,422.1,3.8310000000000004,139.2,0.4772,1.0
91.0,18.35,31.36,2.517,308.4,4.11,78.92,2.545,0.0
90.01,29.91,123.8,1.9769999999999999,390.5,3.218,160.2,0.3406,1.0
78.58,33.0,89.27,0.2141,309.9,2.758,154.2,1.8319999999999999,1.0
90.59,23.47,108.9,0.7099,461.9,5.078,78.07,0.7707,1.0
91.76,26.18,86.98,-0.023880000000000002,840.9,3.905,239.3,0.5098,1.0
90.84,24.33,61.97,2.117,51.32,0.08553,86.1,0.4551,0.0
88.82,17.69,99.21,2.001,263.7,2.8789999999999996,126.1,2.884,1.0
93.2,20.51,12.7,-3.0989999999999998,143.5,2.062,90.67,3.272,0.0
89.13,33.15,91.66,1.909,24.62,0.5454,84.87,0.1052,1.0
90.81,30.07,199.2,-2.017,1117.0,5.769,145.8,0.2563,1.0
91.17,30.57,78.66,1.4269999999999998,26.4,0.1253,75.24,1.1440000000000001,1.0
95.38,22.61,47.52,-1.301,566.6,5.824,63.94,2.52,0.0
90.72,12.77,107.0,1.232,129.1,0.512,192.4,0.5074,0.0
82.35,19.44,92.88,-1.915,17.72,0.5237,58.14,0.8431,0.0
56.43,56.38,87.02,2.326,320.0,3.463,143.5,0.7016,1.0
92.54,17.75,80.7,-1.236,97.65,1.703,136.1,0.8726,0.0
92.53,22.78,346.1,-0.8192,368.4,1.871,408.6,0.3165,0.0
88.59,33.02,123.1,-0.8677,597.8,4.57,200.9,0.4555,1.0
90.87,20.95,107.3,-1.403,32.12,0.3994,143.7,0.9089,0.0
87.54,17.8,61.38,0.799,37.47,0.31,46.1,2.8939999999999997,0.0
88.96,27.36,14.9,2.806,109.8,2.944,52.31,3.1310000000000002,0.0
91.58,15.64,246.6,0.4531,1428.0,4.633,373.4,0.3107,1.0
72.25,29.89,22.92,3.1239999999999997,834.9,5.687,125.9,2.6210000000000004,1.0
89.53,30.77,157.9,-1.7469999999999999,300.7,2.64,218.7,0.465,0.0
86.66,35.98,249.2,0.3844,123.2,0.96,360.2,0.1553,0.0
76.16,33.41,28.64,-1.8230000000000002,94.31,0.492,180.5,2.928,1.0
91.38,31.74,103.2,-1.339,142.8,2.495,89.32,0.4478,0.0
91.58,19.31,46.76,1.3330000000000002,427.6,4.105,143.0,2.752,0.0
91.17,24.83,94.24,0.3019,236.3,2.675,237.0,1.095,1.0
63.29,33.7,39.45,-0.7131,111.7,2.5469999999999997,59.14,2.657,0.0
90.81,31.45,126.6,-1.798,83.14,0.9433,154.6,0.4169,1.0
91.26,21.06,148.1,1.239,75.43,0.5086,429.3,0.9837,1.0
91.95,12.12,37.13,-1.7209999999999999,714.6,4.988,143.9,1.7519999999999998,1.0
83.35,36.05,80.55,2.041,780.1,6.072,75.63,0.5691,1.0
90.26,25.44,164.4,-1.464,40.3,0.156,138.4,0.5152,0.0
88.26,29.15,108.7,-2.136,174.7,1.0090000000000001,208.6,1.05,1.0
69.31,51.25,29.44,-1.8630000000000002,714.3,6.55,54.04,2.278,0.0
82.06,23.43,198.9,-0.9104,97.4,0.135,164.4,0.6578,0.0
91.99,20.64,110.6,-0.2905,527.5,3.516,236.2,2.043,1.0
91.45,12.5,60.39,-1.112,81.99,1.875,60.64,1.515,0.0
69.32,23.84,62.78,-0.2356,497.7,4.394,117.7,1.98,0.0
91.41,26.08,52.05,-1.851,372.3,4.209,180.6,2.235,0.0
53.37,35.25,96.64,1.046,70.37,0.9229,80.98,1.3519999999999999,0.0
89.42,31.21,82.99,0.1256,192.8,0.1558,254.3,0.904,1.0
33.1,14.6,97.25,0.5379,79.68,1.179,113.7,2.311,0.0
78.32,42.3,100.7,0.9077,32.86,0.4053,124.7,0.6208,0.0
60.39,51.7,73.39,-2.265,384.3,4.038,158.1,1.022,0.0
71.65,51.48,144.3,-0.05757999999999999,694.2,3.489,239.1,0.2733,1.0
89.15,23.94,79.69,0.6195,1217.0,6.922999999999999,83.18,1.713,1.0
91.35,30.99,35.92,2.862,154.7,2.69,80.39,1.903,0.0
50.75,49.69,136.3,1.2990000000000002,424.5,4.7989999999999995,86.41,1.023,1.0
69.17,51.2,127.3,-1.729,653.0,4.633,165.6,0.4417,1.0
84.99,17.59,189.8,-1.206,548.6,3.889,216.8,1.044,1.0
91.8,20.62,118.8,1.097,192.7,2.189,142.9,1.635,1.0
91.81,26.13,59.82,-2.021,308.4,4.2780000000000005,100.6,3.196,1.0
91.54,16.36,39.08,1.218,627.5,5.778,71.05,2.43,1.0
93.14,29.16,115.8,-0.286,1174.0,6.039,114.9,0.3924,1.0
90.99,28.78,54.07,1.508,426.6,4.121,140.7,1.162,1.0
91.01,23.94,134.4,0.804,242.2,2.927,117.7,0.3643,0.0
85.38,27.08,43.99,-1.245,86.84,1.315,79.84,1.317,0.0
83.71,23.91,111.5,0.9566,236.1,2.324,153.7,1.135,0.0
61.56,48.03,93.5,-2.219,134.3,1.493,221.9,0.526,1.0
87.8,27.55,95.47,-1.76,620.6,4.954,104.9,0.5809,1.0
95.69,21.04,58.82,0.8738,90.25,1.6909999999999998,80.77,1.534,0.0
83.24,21.72,147.4,1.585,125.1,1.6369999999999998,192.0,0.9645,0.0
91.71,19.17,16.77,-2.573,164.1,0.4242,207.6,3.097,0.0
92.21,28.56,16.42,2.978,156.7,0.5268,198.6,1.102,1.0
92.65,23.83,78.75,2.075,860.9,6.364,79.69,1.145,1.0
76.17,45.92,31.32,2.565,118.2,1.685,167.9,1.506,1.0
88.48,29.49,135.0,0.208,70.24,0.07057999999999999,142.2,0.7846,0.0
92.12,31.91,215.0,1.857,61.24,0.7466,222.5,0.06597,0.0
89.32,34.95,58.71,1.993,730.4,4.218999999999999,178.6,0.5301,1.0
91.29,12.18,114.8,0.6816,509.9,4.763999999999999,95.17,0.7135,1.0
91.07,25.05,208.1,-1.056,538.8,1.018,722.1,0.5928,0.0
89.19,32.06,75.38,1.192,354.3,4.091,126.1,0.917,1.0
85.52,25.58,47.05,1.324,533.6,6.001,75.37,1.9769999999999999,1.0
85.92,14.82,59.67,-1.014,241.6,3.344,136.4,1.952,1.0
76.91,29.74,119.8,-1.1320000000000001,239.9,0.8366,295.4,2.082,1.0
65.7,35.48,112.3,-1.005,79.35,1.5590000000000002,90.64,0.8539,0.0
94.48,15.16,221.7,-0.7657,89.88,0.6963,216.5,0.6015,0.0
88.92,16.79,95.33,-0.6206,48.21,0.7915,108.7,1.511,0.0
78.71,25.94,27.65,1.324,103.8,1.3219999999999998,96.97,3.0069999999999997,1.0
91.09,28.43,114.7,-0.2987,698.7,3.3989999999999996,278.1,0.7516,1.0
92.42,25.53,120.0,0.2461,311.8,3.3739999999999997,119.5,0.523,1.0
75.98,45.64,9.719,3.693,483.2,5.835,52.19,2.787,1.0
91.57,24.11,97.0,0.156,147.8,2.1790000000000003,128.4,1.375,1.0
79.81,38.44,115.4,-0.4682,199.3,3.103,95.45,0.44,0.0
91.1,27.37,48.35,1.9680000000000002,87.55,1.47,146.3,0.6164,0.0
89.22,26.19,36.51,-0.7039,77.69,1.214,71.7,2.0140000000000002,0.0
89.6,31.32,93.97,-0.6,155.1,0.2707,197.6,0.6168,1.0
79.96,28.21,40.2,-1.324,781.7,5.665,114.5,2.428,1.0
91.96,26.04,53.15,-2.617,100.9,1.633,107.1,1.587,0.0
92.56,27.33,130.5,-1.6030000000000002,131.3,1.49,166.0,0.7338,0.0
88.69,12.25,112.1,-0.694,776.5,1.9609999999999999,514.2,1.234,0.0
69.68,19.34,24.81,2.8930000000000002,67.72,1.4509999999999998,54.57,2.736,0.0
91.25,25.59,6.492000000000001,3.642,180.0,2.475,120.7,2.822,0.0
88.04,30.3,45.18,-2.256,2212.0,6.691,219.2,3.1689999999999996,1.0
92.23,23.76,62.37,-1.115,998.4,6.035,98.1,1.355,1.0
75.85,30.79,26.76,-2.169,166.3,3.3289999999999997,64.29,3.1289999999999996,1.0
89.74,22.31,119.4,0.1763,62.74,1.157,101.0,0.8823,1.0
90.14,28.06,141.9,-0.76,534.4,4.006,148.4,0.708,0.0
89.85,28.45,24.14,-1.6440000000000001,995.4,5.495,133.7,2.173,1.0
92.08,17.11,244.1,0.9299,412.3,3.1639999999999997,204.7,0.4475,0.0
87.29,30.58,151.7,-0.2103,559.2,4.434,128.4,0.03949,1.0
86.01,33.78,56.77,2.126,106.1,1.395,160.0,1.146,0.0
91.79,25.46,93.21,2.405,281.1,1.5219999999999998,321.0,0.7371,1.0
90.97,28.89,75.73,1.423,422.8,4.555,94.78,0.7124,1.0
91.63,18.36,59.85,-1.886,436.8,3.608,169.2,0.08219,0.0
71.04,51.79,91.09,-0.2745,124.2,2.3569999999999998,105.4,0.1932,0.0
74.27,44.07,260.6,0.4504,286.1,2.639,236.7,0.1567,0.0
91.46,20.39,69.53,1.649,665.6,5.647,85.13,1.983,1.0
90.43,31.65,169.7,1.725,1596.0,6.612,117.2,0.3375,1.0
92.83,22.49,77.83,-0.7575,133.0,1.578,202.8,1.166,0.0
87.28,27.48,209.8,-0.7705,143.1,0.06599,222.2,0.5176,0.0
65.95,41.36,169.4,-1.3869999999999998,171.6,1.865,206.8,0.7498,1.0
90.79,23.33,118.0,-1.9769999999999999,273.8,3.761,102.5,0.8628,0.0
90.58,21.31,70.57,2.219,128.5,1.95,163.9,1.8130000000000002,1.0
90.01,26.81,119.4,-1.036,206.9,2.12,216.7,0.8285,0.0
90.01,15.54,45.44,-2.773,208.1,1.883,230.1,2.16,1.0
92.08,24.16,33.71,-0.1585,170.6,1.4369999999999998,165.3,2.269,1.0
84.96,27.0,33.32,-2.354,136.8,2.722,66.37,1.735,0.0
94.45,25.7,37.73,2.385,157.0,2.105,96.71,0.9999,0.0
83.91,32.04,97.15,-1.827,909.3,4.685,267.0,1.629,1.0
88.92,33.45,67.91,-2.8930000000000002,428.6,4.843,81.56,0.7445,0.0
90.24,20.3,75.34,-0.09199,989.8,6.353,88.62,0.6347,1.0
91.05,21.46,93.23,-1.693,41.81,0.818,142.7,0.896,0.0
67.26,56.1,134.8,-1.88,227.8,2.9539999999999997,118.2,0.2683,0.0
87.71,25.37,124.5,0.9099,167.6,0.8457,219.4,0.9039,0.0
83.49,27.02,111.1,-0.9072,55.31,0.246,119.3,1.035,0.0
91.44,12.79,75.03,-0.1524,81.16,2.363,54.4,1.162,0.0
71.32,24.95,237.6,-0.8498,76.29,0.6079,233.3,0.6354,0.0
90.86,14.98,141.7,0.2351,199.6,2.399,170.7,1.599,0.0
89.22,13.04,261.4,0.5679,2125.0,5.308,347.8,0.7312,1.0
69.72,26.52,308.3,1.099,531.7,3.929,242.8,0.4847,1.0
76.44,39.2,110.9,0.4822,82.84,2.084,94.8,0.8463,0.0
79.79,28.77,46.1,1.999,44.54,0.0292,47.82,2.545,0.0
72.68,35.07,82.64,1.932,59.0,0.5554,103.2,1.3090000000000002,0.0
69.05,52.38,50.71,2.8560000000000003,189.7,3.3569999999999998,79.8,1.097,0.0
82.03,28.99,28.46,1.879,72.93,1.179,69.77,2.528,0.0
90.43,19.25,139.2,1.5130000000000001,1245.0,5.693,223.3,1.374,1.0
92.32,24.43,181.2,-1.635,898.2,3.863,381.3,0.7268,1.0
90.87,23.65,347.6,-1.159,267.9,1.5319999999999998,482.7,0.2963,0.0
87.27,32.75,31.68,1.5490000000000002,968.1,5.447,130.9,0.8945,1.0
90.08,20.48,23.74,2.841,410.5,3.971,148.1,2.802,1.0
88.26,29.59,84.09,-1.5319999999999998,83.15,0.2174,93.66,1.005,0.0
90.55,24.03,6.466,-2.926,582.4,5.118,89.78,3.455,1.0
91.93,18.84,47.56,1.893,177.9,3.068,102.7,2.5639999999999996,1.0
90.77,14.86,70.68,-0.7817,100.8,1.39,108.7,1.614,1.0
90.95,31.53,35.68,-1.6119999999999999,250.3,3.863,76.64,1.291,1.0
91.11,32.73,122.6,0.5676,50.61,0.2876,113.2,0.1566,1.0
91.32,17.11,100.1,-0.8433,167.1,2.8080000000000003,101.6,0.6848,0.0
72.48,32.57,34.29,2.0869999999999997,150.8,2.923,99.37,2.38,0.0
91.67,30.53,112.9,-0.3649,226.0,0.8373,282.2,0.4921,0.0
87.08,34.38,98.75,0.5521,1181.0,6.547999999999999,101.2,0.5429,1.0
91.17,16.19,58.44,2.266,278.1,3.762,94.88,2.166,0.0
90.51,24.81,170.6,0.2424,537.4,3.7289999999999996,177.7,0.13,1.0
74.92,47.88,100.7,0.7555,91.5,0.1788,144.0,0.4489,0.0
89.5,34.39,80.33,-0.9665,886.8,5.961,110.4,0.4243,1.0
92.32,24.43,181.2,-1.635,898.2,3.863,381.3,0.7268,1.0
92.71,17.87,144.4,0.1436,241.6,2.702,135.4,0.91,1.0
91.35,26.73,58.75,1.028,21.75,0.05022,83.26,1.265,0.0
90.5,20.46,44.77,2.129,1015.0,6.327000000000001,115.0,1.959,1.0
70.69,33.31,83.67,0.08227999999999999,463.9,4.726,145.5,1.921,0.0
90.5,19.83,32.77,-1.7930000000000001,95.99,1.621,78.88,1.493,1.0
83.05,28.09,114.1,-1.081,361.5,3.577,124.3,0.6603,1.0
89.06,18.77,85.78,-0.1214,441.9,3.764,213.9,0.9874,1.0
90.31,28.64,128.6,-1.944,165.1,0.6125,248.2,0.4415,1.0
56.38,42.88,97.89,1.5230000000000001,92.04,1.75,123.5,1.0070000000000001,0.0
91.25,27.11,61.01,1.6,148.0,1.159,207.1,0.2862,1.0
91.71,28.85,334.4,-0.8131,1070.0,4.065,315.9,0.1239,0.0
89.42,33.21,107.6,0.4173,214.4,2.647,115.8,0.4911,0.0
90.6,14.78,195.6,0.7555,75.16,0.5114,197.3,0.7409,0.0
91.37,13.5,70.03,-0.3128,331.8,4.47,72.88,1.652,1.0
91.8,30.87,94.12,-0.4141,524.8,2.588,274.6,0.5151,0.0
90.94,22.14,58.75,1.926,339.8,3.22,174.2,1.716,1.0
91.15,21.55,59.68,0.8155,234.0,4.131,59.8,1.8259999999999998,1.0
91.73,27.8,17.71,-2.781,64.55,0.1815,66.78,2.5860000000000003,0.0
90.71,17.99,40.63,0.9554,912.3,6.392,78.21,1.29,1.0
89.69,27.04,30.03,-1.778,1330.0,6.106,125.4,2.3280000000000003,1.0
91.68,24.29,104.2,-0.2632,1107.0,5.1770000000000005,212.4,0.8388,1.0
91.76,22.05,89.57,-0.8752,343.9,3.9739999999999998,118.6,1.3530000000000002,1.0
89.71,21.18,169.0,1.347,68.49,0.5336,354.4,0.8142,0.0
91.28,16.11,87.52,0.006546,351.4,2.7689999999999997,180.6,0.9689,0.0
90.72,20.43,48.39,1.828,102.9,2.144,65.18,1.508,0.0
90.48,30.5,8.982999999999999,-2.991,666.6,4.525,160.4,2.7319999999999998,1.0
89.17,20.71,70.16,-1.2790000000000001,29.72,0.5212,115.7,0.4417,0.0
99.69,23.67,78.92,-1.617,668.4,5.986000000000001,72.25,0.5409,1.0
80.68,28.99,53.55,-1.778,208.6,3.418,75.01,1.983,0.0
90.25,32.49,40.91,-2.3890000000000002,132.3,1.6969999999999998,139.2,0.9566,0.0
90.55,12.17,184.8,-0.6316,323.3,0.5525,375.3,1.103,0.0
89.06,28.98,197.7,1.015,1028.0,4.485,288.5,0.4184,1.0
86.56,31.88,93.16,-2.01,32.61,0.1607,92.02,0.8278,0.0
81.55,35.8,124.4,-0.8722,140.1,2.177,108.0,0.1857,1.0
87.93,14.82,58.95,1.508,263.6,3.873,78.11,3.127,0.0
98.24,18.84,212.5,1.067,230.1,1.4709999999999999,254.0,0.2552,0.0
83.97,22.49,154.2,2.024,106.1,1.757,108.9,0.4895,0.0
88.71,28.5,314.4,0.3233,2397.0,6.2589999999999995,345.2,0.2945,1.0
89.47,33.0,69.58,1.131,559.5,4.393,197.8,0.6343,1.0
91.91,17.23,303.3,0.5719,996.1,3.803,416.0,0.3473,1.0
92.34,22.95,48.43,2.056,90.86,0.8551,97.15,1.107,0.0
62.83,46.06,326.4,-0.8615,286.2,2.318,337.0,0.3708,0.0
91.55,26.06,199.6,-1.334,1208.0,4.91,238.2,0.4279,1.0
37.84,22.2,79.23,1.2429999999999999,901.1,6.032,105.4,1.882,1.0
92.12,16.15,176.7,0.7571,149.8,1.38,254.5,0.1107,1.0
91.4,28.21,119.1,1.024,891.1,4.515,216.0,0.6464,1.0
69.81,39.24,121.0,-0.8255,22.49,0.3488,101.7,1.169,0.0
70.25,45.5,60.28,2.299,57.18,1.6119999999999999,60.94,1.358,0.0
78.69,45.05,130.8,-0.3984,313.2,2.484,256.9,0.1207,1.0
91.96,14.44,84.07,-1.3519999999999999,290.4,3.082,169.2,1.249,1.0
89.93,31.89,70.65,-0.2373,397.5,4.7219999999999995,76.66,0.6622,1.0
90.18,19.44,166.0,-1.702,146.1,0.07072,218.2,0.736,1.0
88.34,30.1,84.89,1.6569999999999998,74.28,0.7941,107.3,0.7846,0.0
91.11,28.58,61.38,-0.033960000000000004,216.1,3.2880000000000003,93.43,1.3969999999999998,0.0
86.0,13.91,75.87,2.801,305.1,3.426,116.6,2.42,1.0
83.86,25.06,180.5,0.01642,1555.0,5.707000000000001,244.9,0.9952,1.0
91.12,32.01,146.8,0.7283,738.8,5.011,135.9,0.3053,1.0
90.45,27.74,53.43,-0.5909,64.17,0.6726,74.37,1.315,1.0
85.73,30.04,204.9,1.776,48.76,0.3935,173.6,0.5551,0.0
82.62,29.08,109.6,-1.114,635.6,4.53,184.8,0.8999,1.0
91.72,29.24,228.1,1.504,362.1,2.91,248.8,0.1984,1.0
89.6,27.74,24.16,1.4980000000000002,294.6,4.806,76.48,2.241,1.0
92.92,12.48,181.1,-0.05354,168.5,1.311,252.7,0.8065,1.0
69.77,43.36,211.8,-1.499,211.1,0.5241,289.0,0.4795,1.0
89.42,26.19,36.07,1.489,272.8,4.4830000000000005,84.21,2.041,0.0
88.43,28.26,35.78,-1.1740000000000002,1415.0,6.742000000000001,110.1,2.3569999999999998,1.0
86.11,22.08,44.11,2.496,62.88,1.3730000000000002,62.87,2.733,0.0
85.08,36.2,124.1,-0.998,114.7,1.676,151.9,0.4815,1.0
48.99,25.04,58.78,2.322,2500.0,8.693999999999999,88.12,3.135,1.0
87.91,27.43,102.6,0.3425,40.14,0.2423,104.2,0.5384,0.0
32.07,22.58,110.4,-1.5130000000000001,345.2,2.597,259.2,2.969,0.0
91.23,19.91,56.99,2.69,361.0,1.621,297.1,2.055,0.0
96.51,25.16,64.44,0.5754,317.4,3.3819999999999997,136.2,0.757,0.0
74.1,23.55,103.9,-0.5284,28.76,0.2631,132.8,1.319,0.0
83.26,12.8,80.92,1.3,382.6,4.675,74.18,1.067,1.0
91.24,21.48,77.61,0.6313,302.5,3.548,104.0,2.9739999999999998,1.0
90.4,30.87,82.67,2.197,922.1,5.531000000000001,144.6,0.6937,1.0
76.14,44.04,149.3,-1.114,462.2,3.6430000000000002,181.7,0.4323,1.0
89.1,14.89,112.1,-1.656,112.4,0.7284,121.1,1.181,0.0
90.4,30.86,339.1,-0.6642,254.8,0.2584,428.3,0.2147,0.0
91.4,28.81,64.08,1.5959999999999999,3895.0,7.829,170.3,0.9999,1.0
79.87,41.38,90.22,0.8109,835.0,5.718999999999999,101.4,0.6772,1.0
92.76,26.18,58.45,-2.74,204.8,0.2629,286.1,1.3730000000000002,0.0
88.23,32.95,76.39,1.8730000000000002,498.5,5.112,112.0,0.2675,1.0
84.98,26.89,50.59,0.4138,371.3,4.137,130.3,0.9434,1.0
82.45,34.89,58.91,-1.045,211.5,2.8139999999999996,122.3,1.683,0.0
77.02,14.12,161.6,-0.7028,39.37,0.2114,181.7,0.8379,0.0
88.09,28.94,133.4,-1.2830000000000001,306.5,2.9730000000000003,153.3,0.4767,1.0
63.56,18.13,109.6,-0.8682,2890.0,7.763999999999999,132.0,1.714,1.0
68.2,41.35,47.46,1.025,951.8,6.96,59.2,2.008,0.0
86.07,19.84,73.58,1.828,191.1,3.6910000000000003,61.73,2.595,1.0
79.72,37.32,145.9,-0.5362,401.2,3.517,143.7,0.6222,1.0
91.94,19.3,95.0,0.8532,95.14,1.71,101.8,0.3157,1.0
80.11,38.07,20.13,-2.673,407.7,5.055,64.67,2.153,0.0
89.21,21.58,104.1,-0.2924,1141.0,6.46,100.5,1.453,1.0
90.97,28.75,97.51,0.1962,338.5,4.143,103.2,0.662,1.0
91.22,12.66,82.83,-1.121,196.1,1.77,150.8,0.8837,1.0
91.66,15.38,189.4,-0.8433,66.99,0.7384,172.4,0.4628,0.0
90.2,29.5,118.0,-0.2248,289.7,3.1010000000000004,134.8,0.5018,0.0
90.49,20.61,102.2,-2.5380000000000003,118.4,0.5255,136.3,0.9549,1.0
90.06,14.42,77.16,0.6207,578.7,4.526,153.5,2.14,0.0
70.3,48.98,37.19,-2.106,247.6,3.3489999999999998,106.4,1.79,1.0
89.19,32.64,375.1,0.6625,334.7,2.109,425.4,0.1741,0.0
62.56,25.87,115.4,0.6319,927.9,4.288,290.9,1.125,1.0
80.81,30.69,73.59,1.021,51.69,0.9436,62.66,1.452,0.0
92.06,30.61,60.22,0.5191,78.46,2.5580000000000003,46.75,0.8068,0.0
91.99,31.82,148.4,0.7573,277.9,1.94,296.7,0.24,0.0
82.75,29.94,44.05,-2.189,83.7,0.8628,86.31,1.617,0.0
89.9,21.94,133.5,1.837,99.92,1.244,184.0,0.871,1.0
91.89,21.02,57.72,-1.581,569.8,5.524,96.7,1.791,1.0
87.73,30.2,64.81,1.5419999999999998,159.4,1.7719999999999998,127.9,0.6893,1.0
83.71,33.27,45.1,1.151,1958.0,7.442,105.2,1.5330000000000001,1.0
89.14,22.88,20.45,2.6660000000000004,411.7,4.345,92.81,1.92,0.0
90.27,28.85,76.69,1.649,391.7,4.253,97.76,0.691,0.0
80.9,28.57,60.48,2.8810000000000002,28.59,0.004635,65.71,2.0180000000000002,0.0
91.85,17.11,76.73,-1.248,980.5,3.984,308.2,1.767,1.0
90.37,34.24,126.7,0.7462,485.6,4.421,108.1,0.1693,1.0
70.38,35.97,120.2,-0.02636,58.67,0.1714,162.5,0.7181,0.0
92.29,28.57,278.1,0.3252,230.4,1.195,254.1,0.1718,0.0
89.02,23.83,188.5,2.2430000000000003,1403.0,5.412999999999999,272.7,0.6649,1.0
89.99,14.43,134.2,-1.699,160.4,2.63,97.43,1.3630000000000002,0.0
61.21,36.49,94.84,0.8335,48.21,1.194,73.63,1.411,0.0
90.11,27.28,22.75,3.678,353.0,4.328,112.3,2.562,1.0
90.93,17.88,71.71,2.093,587.1,3.5580000000000003,197.5,1.206,1.0
48.35,30.05,202.5,1.76,863.3,4.034,283.8,0.9206,0.0
87.36,34.23,104.9,0.9879,172.2,2.011,159.6,0.3194,0.0
91.92,32.86,38.44,2.266,33.93,0.3746,66.8,0.3595,0.0
92.08,28.67,155.6,-0.8587,225.0,2.727,127.5,0.5305,1.0
